title,text,subject,date,label
Officials review government figures in ministry records,"According to a statement issued on 10-Nov-19, the department reviewed government data for the quarter. The agency stated that further updates concerning ministry would be provided during the next scheduled briefing. The office declined to comment beyond the prepared statement.",technology,26-Dec-19,REAL
MIRACLE cure for the media discovered - doctors HATE this one trick!!!,The mainstream media will NEVER show you this about the media - 100% guaranteed!!! Documents that nobody can verify (for reasons that are OBVIOUS) show that the banned report was hidden from YOU!!! If you believe the official story you are being DECEIVED!!! Wake up sheeple!!!,world,31-May-21,FAKE
You won't BELIEVE what insiders revealed about the media - banned truth!!!,Shocking new evidence about the media has just leaked and they are trying to BAN this article!!! A former employee who wants to stay completely anonymous said the truth about the deleted files is UNBELIEVABLE!!! SHARE THIS before it gets taken down!!! WAKE UP!!!,entertainment,31-Mar-19,FAKE
Officials review economy figures in inflation records,Officials confirmed on 05-Mar-19 that economy figures were released following a routine review. A spokesperson said the findings in inflation were based on filings submitted under existing disclosure rules. The department said it would continue to monitor the situation through standard channels.,technology,17-Jan-20,REAL
Government update issued after budget review,The ministry announced on 05-Aug-19 that government statistics had been verified by an independent auditor. The agency stated that further updates concerning budget would be provided during the next scheduled briefing. The office declined to comment beyond the prepared statement.,business,20-Apr-21,REAL
Officials review technology figures in software records,Officials confirmed on 05-Jan-20 that technology figures were released following a routine review. The announcement followed a month-long review in which the numbers were cross-checked against records from software. The office declined to comment beyond the prepared statement.,sports,02-Oct-20,REAL
MIRACLE cure for the media discovered - doctors HATE this one trick!!!,WAKE UP people!!! the media is a total LIE and we have PROOF!!! Everyone is talking about how the secret footage was secretly changed overnight and NOBODY is asking questions!!! If you believe the official story you are being DECEIVED!!! Wake up sheeple!!!,world,05-Aug-19,FAKE
BREAKING: the election scandal destroys everything - share before it's deleted!!!,Insiders whispered the TRUTH about the election and it is worse than you could ever imagine!!! Everyone is talking about how the deleted files was secretly changed overnight and NOBODY is asking questions!!! SHARE THIS before it gets taken down!!! WAKE UP!!!,politics,13-Oct-20,FAKE
SHOCKING!!! vaccines secret plan EXPOSED - what they don't want you to know!!!,Shocking new evidence about vaccines has just leaked and they are trying to BAN this article!!! Anonymous sources claim that the leaked memo proves the entire thing was staged from the beginning!!! If you believe the official story you are being DECEIVED!!! Wake up sheeple!!!,health,26-Oct-20,FAKE
BREAKING: the government scandal destroys everything - share before it's deleted!!!,Insiders whispered the TRUTH about the government and it is worse than you could ever imagine!!! Documents that nobody can verify (for reasons that are OBVIOUS) show that the secret footage was hidden from YOU!!! The fact that this is not on the news proves EVERYTHING!!!,health,18-May-19,FAKE
Diplomatic update issued after treaty review,A report published on 15-Apr-21 describes how diplomatic developments were documented by the agency. Independent observers who reviewed the materials in treaty described the process as routine and orderly. Additional documentation is expected to be made available on the public register.,sports,18-Apr-21,REAL
Officials review health figures in clinic records,The ministry announced on 26-Aug-19 that health statistics had been verified by an independent auditor. The agency stated that further updates concerning clinic would be provided during the next scheduled briefing. The department said it would continue to monitor the situation through standard channels.,sports,18-Mar-20,REAL
